doctor_id,department,doctor_avg_consult_minutes,day_of_week,hour_of_day,queue_length_ahead,patient_type,wait_time_minutes
DOC4,Pediatrics,12,Tuesday,17,9,normal,157.73
DOC4,Pediatrics,12,Monday,11,3,normal,88.97
DOC6,General Medicine,10,Wednesday,12,7,normal,64.78
DOC3,Orthopedics,20,Tuesday,11,6,normal,199.04
DOC1,Cardiology,15,Monday,16,4,emergency,3.72
DOC3,Orthopedics,20,Thursday,10,2,normal,83.16
DOC2,General Medicine,10,Sunday,19,3,normal,25.26
DOC1,Cardiology,15,Tuesday,11,6,normal,152.99
DOC5,Dermatology,8,Friday,18,1,normal,17.58
DOC6,General Medicine,10,Wednesday,19,6,normal,58.39
DOC5,Dermatology,8,Monday,15,3,normal,50.72
DOC1,Cardiology,15,Tuesday,15,1,normal,36.46
DOC4,Pediatrics,12,Thursday,15,3,normal,65.47
DOC2,General Medicine,10,Tuesday,17,6,normal,91.38
DOC3,Orthopedics,20,Saturday,12,2,normal,39.78
DOC2,General Medicine,10,Wednesday,12,6,normal,50.02
DOC2,General Medicine,10,Saturday,18,4,normal,47.12
DOC2,General Medicine,10,Monday,11,2,normal,52.25
DOC3,Orthopedics,20,Sunday,15,2,normal,58.58
DOC2,General Medicine,10,Wednesday,13,2,normal,18.71
DOC5,Dermatology,8,Saturday,13,8,normal,37.29
DOC5,Dermatology,8,Saturday,19,4,normal,25.74
DOC5,Dermatology,8,Wednesday,13,3,normal,27.85
DOC6,General Medicine,10,Friday,10,6,normal,95.98
DOC3,Orthopedics,20,Wednesday,10,2,emergency,6.1
DOC2,General Medicine,10,Sunday,13,5,normal,30.72
DOC5,Dermatology,8,Sunday,9,5,normal,45.58
DOC1,Cardiology,15,Wednesday,16,3,normal,70.85
DOC5,Dermatology,8,Wednesday,16,4,normal,52.43
DOC3,Orthopedics,20,Tuesday,18,4,normal,129.71
DOC4,Pediatrics,12,Friday,19,6,normal,70.44
DOC3,Orthopedics,20,Monday,14,2,normal,56.41
DOC3,Orthopedics,20,Friday,10,6,normal,192.75
DOC5,Dermatology,8,Friday,15,3,normal,39.86
DOC6,General Medicine,10,Tuesday,12,5,normal,47.07
DOC4,Pediatrics,12,Saturday,12,1,normal,18.04
DOC2,General Medicine,10,Sunday,12,4,normal,29.25
DOC2,General Medicine,10,Tuesday,18,5,normal,81.94
DOC4,Pediatrics,12,Friday,16,3,normal,68.67
DOC1,Cardiology,15,Monday,19,2,normal,52.94
DOC6,General Medicine,10,Friday,13,1,normal,16.84
DOC6,General Medicine,10,Tuesday,10,5,normal,89.37
DOC6,General Medicine,10,Monday,15,1,normal,34.48
DOC4,Pediatrics,12,Friday,12,7,normal,78.45
DOC1,Cardiology,15,Sunday,18,4,normal,67.9
DOC2,General Medicine,10,Wednesday,13,3,normal,32.91
DOC2,General Medicine,10,Tuesday,10,5,normal,82.56
DOC2,General Medicine,10,Thursday,14,7,normal,63.08
DOC3,Orthopedics,20,Saturday,12,7,normal,82.95
DOC5,Dermatology,8,Friday,18,4,normal,52.61
DOC6,General Medicine,10,Wednesday,16,3,normal,52.04
DOC2,General Medicine,10,Sunday,10,4,normal,46.68
DOC6,General Medicine,10,Friday,10,5,normal,82.91
DOC3,Orthopedics,20,Saturday,12,3,normal,46.7
DOC3,Orthopedics,20,Wednesday,19,2,normal,50.21
DOC4,Pediatrics,12,Wednesday,14,2,normal,34.38
DOC2,General Medicine,10,Saturday,19,3,normal,23.61
DOC6,General Medicine,10,Wednesday,16,1,normal,21.68
DOC6,General Medicine,10,Tuesday,19,6,normal,65.76
DOC2,General Medicine,10,Monday,18,1,normal,27.39
DOC6,General Medicine,10,Saturday,15,3,normal,35.45
DOC4,Pediatrics,12,Friday,17,3,normal,56.86
DOC6,General Medicine,10,Tuesday,19,3,normal,30.8
DOC5,Dermatology,8,Tuesday,13,3,normal,22.84
DOC1,Cardiology,15,Saturday,19,4,normal,49.62
DOC1,Cardiology,15,Monday,19,1,normal,31.85
DOC4,Pediatrics,12,Friday,10,1,normal,31.25
DOC3,Orthopedics,20,Tuesday,14,2,normal,48.9
DOC2,General Medicine,10,Monday,17,4,normal,91.77
DOC2,General Medicine,10,Wednesday,9,7,normal,116.85
DOC5,Dermatology,8,Thursday,12,1,normal,11.97
DOC5,Dermatology,8,Monday,18,2,normal,38.64
DOC6,General Medicine,10,Thursday,9,1,normal,28.43
DOC2,General Medicine,10,Saturday,18,3,normal,36.0
DOC3,Orthopedics,20,Tuesday,15,1,normal,52.28
DOC4,Pediatrics,12,Wednesday,12,5,normal,56.75
DOC2,General Medicine,10,Friday,12,2,normal,23.11
DOC6,General Medicine,10,Tuesday,19,3,normal,36.0
DOC5,Dermatology,8,Monday,9,6,normal,104.43
DOC4,Pediatrics,12,Monday,10,2,normal,62.63
DOC3,Orthopedics,20,Sunday,13,6,normal,77.38
DOC2,General Medicine,10,Friday,15,7,normal,101.8
DOC6,General Medicine,10,Tuesday,19,0,normal,4.21
DOC3,Orthopedics,20,Friday,18,1,normal,56.32
DOC2,General Medicine,10,Tuesday,11,3,normal,58.08
DOC5,Dermatology,8,Wednesday,18,2,normal,31.21
DOC2,General Medicine,10,Monday,10,5,normal,112.34
DOC1,Cardiology,15,Wednesday,11,5,normal,126.49
DOC4,Pediatrics,12,Sunday,12,3,normal,28.3
DOC4,Pediatrics,12,Wednesday,12,2,normal,18.91
DOC5,Dermatology,8,Saturday,13,3,normal,21.39
DOC1,Cardiology,15,Tuesday,19,3,normal,56.84
DOC5,Dermatology,8,Saturday,10,2,normal,27.14
DOC6,General Medicine,10,Tuesday,14,5,normal,51.65
DOC2,General Medicine,10,Monday,17,3,normal,70.3
DOC2,General Medicine,10,Monday,13,2,normal,29.83
DOC6,General Medicine,10,Friday,15,6,normal,94.26
DOC6,General Medicine,10,Sunday,18,5,normal,51.5
DOC3,Orthopedics,20,Thursday,12,5,normal,98.35
DOC4,Pediatrics,12,Thursday,17,4,normal,72.3
DOC5,Dermatology,8,Saturday,9,4,normal,36.94
DOC1,Cardiology,15,Monday,14,5,normal,92.19
DOC4,Pediatrics,12,Tuesday,12,5,normal,55.22
DOC4,Pediatrics,12,Thursday,16,8,normal,139.06
DOC6,General Medicine,10,Friday,18,3,normal,49.87
DOC2,General Medicine,10,Monday,16,6,normal,114.11
DOC6,General Medicine,10,Monday,12,5,normal,62.99
DOC4,Pediatrics,12,Saturday,11,1,normal,19.42
DOC6,General Medicine,10,Thursday,10,3,normal,56.04
DOC1,Cardiology,15,Friday,10,2,normal,65.66
DOC4,Pediatrics,12,Friday,12,1,normal,13.09
DOC3,Orthopedics,20,Friday,12,5,normal,98.23
DOC6,General Medicine,10,Thursday,16,5,normal,82.25
DOC5,Dermatology,8,Monday,17,5,normal,78.03
DOC4,Pediatrics,12,Friday,12,4,normal,51.67
DOC4,Pediatrics,12,Monday,14,2,normal,33.89
DOC6,General Medicine,10,Thursday,19,2,normal,19.83
DOC2,General Medicine,10,Thursday,18,7,normal,105.78
DOC4,Pediatrics,12,Wednesday,9,9,normal,168.9
DOC1,Cardiology,15,Thursday,16,5,normal,123.5
DOC4,Pediatrics,12,Tuesday,15,3,normal,65.37
DOC1,Cardiology,15,Wednesday,15,6,normal,134.17
DOC5,Dermatology,8,Tuesday,16,5,normal,65.5
DOC1,Cardiology,15,Thursday,16,5,normal,122.42
DOC3,Orthopedics,20,Tuesday,14,5,emergency,6.32
DOC4,Pediatrics,12,Friday,9,7,normal,132.81
DOC4,Pediatrics,12,Tuesday,10,3,normal,67.89
DOC4,Pediatrics,12,Friday,9,6,emergency,5.21
DOC4,Pediatrics,12,Wednesday,19,2,normal,35.63
DOC3,Orthopedics,20,Sunday,15,3,normal,77.54
DOC1,Cardiology,15,Sunday,16,4,normal,67.03
DOC6,General Medicine,10,Monday,13,6,normal,74.67
DOC3,Orthopedics,20,Wednesday,15,2,normal,72.57
DOC1,Cardiology,15,Wednesday,12,7,normal,98.9
DOC6,General Medicine,10,Thursday,16,5,normal,78.43
DOC6,General Medicine,10,Monday,17,2,normal,52.82
DOC6,General Medicine,10,Monday,19,4,normal,60.94
DOC4,Pediatrics,12,Saturday,13,6,normal,46.62
DOC4,Pediatrics,12,Sunday,12,2,normal,20.81
DOC5,Dermatology,8,Friday,15,6,normal,71.76
DOC3,Orthopedics,20,Sunday,14,6,normal,80.8
DOC6,General Medicine,10,Thursday,17,4,normal,64.68
DOC4,Pediatrics,12,Friday,16,9,normal,154.06
DOC6,General Medicine,10,Sunday,12,5,normal,31.68
DOC3,Orthopedics,20,Thursday,10,6,normal,195.46
DOC4,Pediatrics,12,Friday,15,7,normal,125.29
DOC1,Cardiology,15,Thursday,15,1,normal,40.25
DOC4,Pediatrics,12,Sunday,18,1,normal,28.31
DOC6,General Medicine,10,Thursday,17,5,normal,74.83
DOC3,Orthopedics,20,Sunday,10,5,normal,120.66
DOC1,Cardiology,15,Sunday,15,5,normal,78.83
DOC2,General Medicine,10,Tuesday,19,4,normal,45.74
DOC1,Cardiology,15,Friday,15,8,normal,174.12
DOC6,General Medicine,10,Saturday,9,3,normal,34.6
DOC6,General Medicine,10,Friday,19,2,normal,27.96
DOC5,Dermatology,8,Thursday,19,1,normal,10.84
DOC5,Dermatology,8,Tuesday,14,2,normal,21.58
DOC3,Orthopedics,20,Wednesday,14,0,normal,18.28
DOC3,Orthopedics,20,Sunday,18,3,normal,66.97
DOC2,General Medicine,10,Tuesday,18,3,normal,49.29
DOC1,Cardiology,15,Tuesday,16,7,normal,158.86
DOC1,Cardiology,15,Thursday,16,6,normal,132.97
DOC1,Cardiology,15,Friday,18,2,normal,56.44
DOC6,General Medicine,10,Saturday,14,1,normal,10.62
DOC4,Pediatrics,12,Thursday,9,3,normal,71.32
DOC4,Pediatrics,12,Wednesday,12,5,normal,58.27
DOC3,Orthopedics,20,Friday,18,4,normal,131.15
DOC6,General Medicine,10,Saturday,17,6,normal,58.36
DOC2,General Medicine,10,Friday,17,3,normal,52.7
DOC3,Orthopedics,20,Wednesday,13,4,normal,76.47
DOC2,General Medicine,10,Sunday,12,1,normal,7.61
DOC2,General Medicine,10,Saturday,14,4,emergency,1.99
DOC3,Orthopedics,20,Thursday,14,6,normal,119.42
DOC3,Orthopedics,20,Wednesday,9,3,normal,106.97
DOC6,General Medicine,10,Tuesday,12,2,normal,26.31
DOC1,Cardiology,15,Thursday,19,3,normal,56.33
DOC3,Orthopedics,20,Saturday,12,4,normal,59.25
DOC5,Dermatology,8,Friday,9,2,normal,30.28
DOC4,Pediatrics,12,Tuesday,19,4,normal,54.31
DOC4,Pediatrics,12,Thursday,16,3,normal,65.43
DOC1,Cardiology,15,Monday,15,3,emergency,6.24
DOC1,Cardiology,15,Tuesday,12,3,normal,45.52
DOC6,General Medicine,10,Thursday,9,8,normal,127.2
DOC3,Orthopedics,20,Thursday,15,5,normal,156.01
DOC4,Pediatrics,12,Thursday,12,3,emergency,2.17
DOC1,Cardiology,15,Thursday,12,3,normal,49.72
DOC6,General Medicine,10,Monday,15,1,normal,37.26
DOC6,General Medicine,10,Thursday,16,4,normal,63.7
DOC6,General Medicine,10,Sunday,12,6,normal,31.93
DOC6,General Medicine,10,Saturday,15,5,normal,54.75
DOC6,General Medicine,10,Wednesday,10,3,normal,55.55
DOC2,General Medicine,10,Wednesday,16,6,emergency,6.76
DOC6,General Medicine,10,Thursday,18,1,normal,26.01
DOC6,General Medicine,10,Friday,18,5,normal,78.17
DOC2,General Medicine,10,Sunday,12,4,normal,31.1
DOC5,Dermatology,8,Thursday,12,2,normal,22.33
DOC2,General Medicine,10,Tuesday,16,6,normal,96.0
DOC3,Orthopedics,20,Thursday,19,3,normal,73.85
DOC5,Dermatology,8,Monday,15,3,normal,47.04
DOC4,Pediatrics,12,Wednesday,12,6,normal,73.77
DOC1,Cardiology,15,Tuesday,15,4,normal,101.9
DOC3,Orthopedics,20,Wednesday,16,4,normal,126.05
DOC4,Pediatrics,12,Saturday,19,4,emergency,4.78
DOC5,Dermatology,8,Wednesday,14,5,normal,36.77
DOC2,General Medicine,10,Sunday,13,3,normal,23.84
DOC4,Pediatrics,12,Monday,16,2,normal,67.84
DOC2,General Medicine,10,Sunday,10,2,normal,30.35
DOC5,Dermatology,8,Sunday,19,3,normal,15.4
DOC1,Cardiology,15,Sunday,13,0,normal,10.34
DOC3,Orthopedics,20,Wednesday,10,3,normal,111.67
DOC4,Pediatrics,12,Thursday,12,2,normal,27.85
DOC5,Dermatology,8,Wednesday,11,6,normal,84.19
DOC1,Cardiology,15,Saturday,9,3,normal,60.32
DOC6,General Medicine,10,Thursday,15,2,normal,41.78
DOC5,Dermatology,8,Saturday,9,7,normal,65.63
DOC1,Cardiology,15,Wednesday,12,7,normal,97.32
DOC5,Dermatology,8,Thursday,19,3,normal,30.83
DOC1,Cardiology,15,Monday,18,6,normal,176.61
DOC1,Cardiology,15,Thursday,17,6,normal,138.87
DOC4,Pediatrics,12,Sunday,15,6,normal,75.56
DOC3,Orthopedics,20,Saturday,15,8,normal,161.22
DOC4,Pediatrics,12,Wednesday,11,4,normal,84.4
DOC1,Cardiology,15,Sunday,10,5,normal,90.48
DOC2,General Medicine,10,Tuesday,17,5,normal,76.71
DOC2,General Medicine,10,Saturday,10,5,normal,61.51
DOC5,Dermatology,8,Friday,15,8,normal,92.55
DOC5,Dermatology,8,Friday,19,3,normal,32.31
DOC2,General Medicine,10,Tuesday,19,6,normal,62.43
DOC5,Dermatology,8,Saturday,11,7,normal,62.08
DOC1,Cardiology,15,Wednesday,15,6,normal,139.74
DOC6,General Medicine,10,Saturday,14,6,normal,44.52
DOC1,Cardiology,15,Sunday,19,7,normal,78.41
DOC6,General Medicine,10,Wednesday,17,2,normal,38.88
DOC1,Cardiology,15,Monday,14,1,normal,27.37
DOC3,Orthopedics,20,Monday,18,4,emergency,5.14
DOC4,Pediatrics,12,Wednesday,16,4,normal,77.76
DOC1,Cardiology,15,Saturday,16,6,normal,101.82
DOC3,Orthopedics,20,Friday,11,1,normal,59.7
DOC5,Dermatology,8,Friday,13,3,normal,29.38
DOC1,Cardiology,15,Sunday,14,4,normal,41.89
DOC6,General Medicine,10,Thursday,13,6,normal,48.96
DOC2,General Medicine,10,Friday,17,7,normal,104.13
DOC3,Orthopedics,20,Monday,16,3,normal,135.3
DOC3,Orthopedics,20,Sunday,19,3,normal,49.15
DOC4,Pediatrics,12,Thursday,9,5,normal,100.19
DOC5,Dermatology,8,Monday,12,5,normal,45.82
DOC5,Dermatology,8,Friday,17,2,normal,29.33
DOC4,Pediatrics,12,Wednesday,12,2,normal,26.51
DOC1,Cardiology,15,Monday,11,4,normal,132.41
DOC5,Dermatology,8,Sunday,9,1,normal,18.9
DOC3,Orthopedics,20,Saturday,17,3,normal,71.07
DOC5,Dermatology,8,Wednesday,13,6,normal,47.55
DOC3,Orthopedics,20,Saturday,18,5,normal,110.73
DOC4,Pediatrics,12,Friday,10,3,normal,70.86
DOC3,Orthopedics,20,Tuesday,11,2,normal,80.16
DOC6,General Medicine,10,Thursday,14,4,normal,38.57
DOC1,Cardiology,15,Saturday,15,2,normal,41.99
DOC5,Dermatology,8,Sunday,9,8,normal,69.37
DOC6,General Medicine,10,Saturday,18,2,normal,23.6
DOC2,General Medicine,10,Monday,18,6,normal,111.63
DOC3,Orthopedics,20,Friday,15,1,emergency,5.15
DOC5,Dermatology,8,Monday,18,7,normal,110.24
DOC1,Cardiology,15,Saturday,19,5,normal,56.24
DOC3,Orthopedics,20,Thursday,9,6,normal,201.23
DOC4,Pediatrics,12,Sunday,11,7,normal,95.85
DOC2,General Medicine,10,Monday,19,3,normal,48.69
DOC6,General Medicine,10,Tuesday,17,3,normal,51.57
DOC2,General Medicine,10,Wednesday,9,2,normal,39.47
DOC6,General Medicine,10,Saturday,10,3,emergency,5.8
DOC4,Pediatrics,12,Monday,18,8,normal,173.09
DOC1,Cardiology,15,Wednesday,10,4,normal,106.67
DOC6,General Medicine,10,Wednesday,12,4,normal,43.19
DOC5,Dermatology,8,Tuesday,18,2,normal,29.96
DOC1,Cardiology,15,Sunday,12,5,normal,52.73
DOC2,General Medicine,10,Friday,19,7,normal,75.28
DOC3,Orthopedics,20,Friday,12,2,normal,44.15
DOC3,Orthopedics,20,Tuesday,13,3,normal,63.8
DOC4,Pediatrics,12,Friday,9,5,normal,107.51
DOC1,Cardiology,15,Friday,12,1,normal,27.26
DOC1,Cardiology,15,Tuesday,18,2,normal,57.15
DOC1,Cardiology,15,Sunday,13,2,normal,22.02
DOC4,Pediatrics,12,Tuesday,18,3,normal,63.99
DOC6,General Medicine,10,Tuesday,14,5,normal,46.42
DOC4,Pediatrics,12,Sunday,14,3,normal,22.94
DOC3,Orthopedics,20,Friday,12,5,emergency,6.03
DOC1,Cardiology,15,Monday,13,3,normal,64.1
DOC6,General Medicine,10,Friday,18,11,normal,160.01
DOC1,Cardiology,15,Saturday,17,4,normal,70.33
DOC1,Cardiology,15,Monday,10,2,normal,78.28
DOC1,Cardiology,15,Wednesday,17,2,normal,60.63
DOC3,Orthopedics,20,Wednesday,9,1,normal,57.2
DOC2,General Medicine,10,Monday,15,2,emergency,6.75
DOC1,Cardiology,15,Friday,18,5,normal,115.9
DOC5,Dermatology,8,Saturday,14,7,normal,33.38
DOC6,General Medicine,10,Tuesday,10,4,normal,75.73
DOC5,Dermatology,8,Sunday,11,1,emergency,1.0
DOC4,Pediatrics,12,Sunday,13,1,normal,19.45
DOC1,Cardiology,15,Friday,13,2,normal,33.75
DOC1,Cardiology,15,Thursday,18,8,normal,171.27
DOC4,Pediatrics,12,Tuesday,13,4,normal,47.83
DOC3,Orthopedics,20,Monday,9,2,normal,109.56
DOC1,Cardiology,15,Saturday,12,3,normal,34.37
DOC2,General Medicine,10,Tuesday,16,3,normal,54.19
DOC6,General Medicine,10,Sunday,17,3,normal,36.83
DOC4,Pediatrics,12,Saturday,11,4,normal,61.68
DOC1,Cardiology,15,Saturday,15,4,normal,65.7
DOC1,Cardiology,15,Wednesday,18,7,normal,157.69
DOC3,Orthopedics,20,Monday,18,5,normal,199.91
DOC5,Dermatology,8,Saturday,10,8,normal,68.43
DOC2,General Medicine,10,Sunday,15,1,normal,16.19
DOC4,Pediatrics,12,Saturday,9,4,normal,56.66
DOC5,Dermatology,8,Sunday,12,5,normal,27.19
DOC5,Dermatology,8,Tuesday,17,2,normal,31.89
DOC1,Cardiology,15,Wednesday,9,4,normal,107.42
DOC3,Orthopedics,20,Monday,15,4,normal,168.74
DOC3,Orthopedics,20,Wednesday,10,2,normal,84.15
DOC3,Orthopedics,20,Monday,14,2,normal,64.66
DOC2,General Medicine,10,Saturday,9,4,normal,48.76
DOC2,General Medicine,10,Saturday,15,0,normal,5.8
DOC4,Pediatrics,12,Monday,19,5,normal,83.03
DOC6,General Medicine,10,Tuesday,10,3,normal,60.34
DOC6,General Medicine,10,Friday,12,2,normal,23.33
DOC2,General Medicine,10,Thursday,12,3,normal,30.53
DOC3,Orthopedics,20,Monday,11,4,normal,181.07
DOC5,Dermatology,8,Sunday,10,3,normal,33.67
DOC5,Dermatology,8,Wednesday,13,2,normal,25.41
DOC4,Pediatrics,12,Sunday,13,7,normal,51.45
DOC4,Pediatrics,12,Saturday,9,2,normal,37.81
DOC1,Cardiology,15,Wednesday,16,3,normal,80.12
DOC6,General Medicine,10,Tuesday,12,2,normal,26.97
DOC3,Orthopedics,20,Tuesday,18,2,normal,80.83
DOC4,Pediatrics,12,Tuesday,18,8,normal,142.74
DOC2,General Medicine,10,Thursday,12,5,normal,46.28
DOC3,Orthopedics,20,Sunday,14,4,normal,55.26
DOC5,Dermatology,8,Wednesday,10,2,normal,34.96
DOC6,General Medicine,10,Wednesday,18,7,normal,105.94
DOC2,General Medicine,10,Thursday,16,5,normal,80.81
DOC1,Cardiology,15,Sunday,9,1,normal,31.08
DOC2,General Medicine,10,Tuesday,16,2,normal,40.9
DOC2,General Medicine,10,Tuesday,10,3,normal,58.55
DOC6,General Medicine,10,Wednesday,9,5,normal,85.51
DOC5,Dermatology,8,Wednesday,17,1,normal,22.6
DOC4,Pediatrics,12,Saturday,18,5,normal,61.24
DOC2,General Medicine,10,Saturday,10,1,normal,16.36
DOC3,Orthopedics,20,Wednesday,12,5,normal,91.23
DOC5,Dermatology,8,Thursday,18,4,normal,52.94
DOC4,Pediatrics,12,Sunday,16,6,normal,76.33
DOC2,General Medicine,10,Wednesday,14,3,normal,31.1
DOC2,General Medicine,10,Thursday,15,6,normal,87.43
DOC3,Orthopedics,20,Friday,15,1,normal,49.66
DOC1,Cardiology,15,Saturday,12,2,normal,27.57
DOC6,General Medicine,10,Thursday,12,3,normal,37.0
DOC2,General Medicine,10,Sunday,9,3,normal,35.46
DOC3,Orthopedics,20,Saturday,18,3,normal,76.43
DOC1,Cardiology,15,Friday,12,2,normal,32.02
DOC3,Orthopedics,20,Thursday,9,9,emergency,2.59
DOC3,Orthopedics,20,Wednesday,14,4,normal,79.38
DOC4,Pediatrics,12,Friday,13,3,normal,38.97
DOC4,Pediatrics,12,Saturday,17,2,normal,36.47
DOC2,General Medicine,10,Friday,11,8,normal,129.15
DOC4,Pediatrics,12,Tuesday,11,2,normal,48.73
DOC4,Pediatrics,12,Tuesday,10,3,normal,66.17
DOC3,Orthopedics,20,Wednesday,14,0,normal,8.38
DOC6,General Medicine,10,Tuesday,12,2,normal,20.07
DOC6,General Medicine,10,Sunday,9,3,normal,35.18
DOC5,Dermatology,8,Friday,14,5,normal,38.55
DOC3,Orthopedics,20,Thursday,19,1,normal,37.54
DOC4,Pediatrics,12,Saturday,17,7,emergency,4.25
DOC4,Pediatrics,12,Wednesday,16,4,normal,81.37
DOC6,General Medicine,10,Friday,12,5,normal,49.66
DOC5,Dermatology,8,Thursday,16,5,normal,60.12
DOC1,Cardiology,15,Sunday,13,4,normal,40.7
DOC3,Orthopedics,20,Saturday,18,4,normal,88.0
DOC4,Pediatrics,12,Thursday,12,4,normal,49.14
DOC1,Cardiology,15,Sunday,18,1,normal,29.39
DOC2,General Medicine,10,Tuesday,12,5,normal,48.77
DOC3,Orthopedics,20,Tuesday,18,3,normal,105.22
DOC5,Dermatology,8,Sunday,10,9,normal,77.87
DOC4,Pediatrics,12,Saturday,12,1,normal,15.33
DOC1,Cardiology,15,Thursday,15,4,emergency,3.54
DOC3,Orthopedics,20,Tuesday,9,1,normal,52.53
DOC2,General Medicine,10,Friday,17,5,normal,78.69
DOC3,Orthopedics,20,Monday,10,2,normal,109.68
DOC5,Dermatology,8,Tuesday,17,6,normal,70.61
DOC4,Pediatrics,12,Thursday,15,3,normal,64.59
DOC2,General Medicine,10,Sunday,13,4,normal,30.41
DOC4,Pediatrics,12,Thursday,16,3,normal,65.5
DOC1,Cardiology,15,Sunday,13,6,normal,54.87
DOC3,Orthopedics,20,Friday,17,4,normal,130.59
DOC2,General Medicine,10,Saturday,18,3,normal,32.97
DOC2,General Medicine,10,Thursday,11,4,normal,71.81
DOC6,General Medicine,10,Thursday,15,3,normal,46.65
DOC5,Dermatology,8,Thursday,13,5,normal,38.62
DOC3,Orthopedics,20,Wednesday,12,8,normal,146.66
DOC3,Orthopedics,20,Monday,14,3,normal,84.12
DOC4,Pediatrics,12,Tuesday,19,4,normal,56.26
DOC3,Orthopedics,20,Sunday,12,3,emergency,4.83
DOC5,Dermatology,8,Thursday,18,5,normal,57.91
DOC4,Pediatrics,12,Monday,18,6,normal,131.47
DOC6,General Medicine,10,Sunday,15,3,normal,37.96
DOC4,Pediatrics,12,Monday,14,8,normal,109.65
DOC4,Pediatrics,12,Sunday,10,1,normal,25.72
DOC5,Dermatology,8,Wednesday,18,3,normal,43.03
DOC1,Cardiology,15,Thursday,12,3,normal,47.66
DOC4,Pediatrics,12,Monday,15,3,normal,83.18
DOC5,Dermatology,8,Friday,12,3,normal,27.39
DOC1,Cardiology,15,Friday,16,5,normal,119.86
DOC2,General Medicine,10,Tuesday,19,6,normal,61.83
DOC4,Pediatrics,12,Sunday,15,8,normal,97.54
DOC2,General Medicine,10,Sunday,15,5,normal,53.87
DOC2,General Medicine,10,Sunday,19,2,normal,16.42
DOC1,Cardiology,15,Thursday,11,6,normal,150.94
DOC4,Pediatrics,12,Friday,19,3,normal,45.45
DOC3,Orthopedics,20,Saturday,18,5,normal,106.11
DOC1,Cardiology,15,Sunday,19,7,normal,73.46
DOC6,General Medicine,10,Thursday,17,2,normal,40.72
DOC2,General Medicine,10,Wednesday,15,4,normal,62.91
DOC2,General Medicine,10,Sunday,12,5,normal,33.98
DOC4,Pediatrics,12,Thursday,11,1,normal,31.55
DOC6,General Medicine,10,Wednesday,11,5,normal,86.01
DOC3,Orthopedics,20,Saturday,10,1,normal,40.85
DOC4,Pediatrics,12,Saturday,18,7,normal,92.3
DOC6,General Medicine,10,Wednesday,9,4,normal,68.91
DOC5,Dermatology,8,Tuesday,10,1,normal,20.46
DOC5,Dermatology,8,Tuesday,19,4,normal,40.82
DOC3,Orthopedics,20,Tuesday,9,4,normal,140.39
DOC4,Pediatrics,12,Wednesday,17,3,normal,62.56
DOC1,Cardiology,15,Wednesday,18,3,normal,76.92
DOC1,Cardiology,15,Thursday,16,1,normal,38.65
DOC2,General Medicine,10,Monday,12,2,normal,36.82
DOC5,Dermatology,8,Saturday,15,3,normal,32.03
DOC5,Dermatology,8,Saturday,9,3,normal,25.1
DOC5,Dermatology,8,Saturday,17,4,normal,36.33
DOC5,Dermatology,8,Monday,12,6,normal,61.6
DOC2,General Medicine,10,Wednesday,17,6,emergency,4.48
DOC5,Dermatology,8,Saturday,11,5,normal,41.8
DOC4,Pediatrics,12,Friday,10,8,emergency,6.48
DOC5,Dermatology,8,Wednesday,14,6,normal,41.28
DOC1,Cardiology,15,Sunday,19,1,emergency,8.15
DOC3,Orthopedics,20,Saturday,12,1,normal,24.67
DOC3,Orthopedics,20,Saturday,18,7,normal,141.85
DOC5,Dermatology,8,Sunday,10,4,normal,40.18
DOC6,General Medicine,10,Tuesday,13,6,normal,56.7
DOC6,General Medicine,10,Sunday,14,6,normal,35.66
DOC4,Pediatrics,12,Monday,13,1,normal,29.12
DOC5,Dermatology,8,Thursday,15,4,normal,47.21
DOC4,Pediatrics,12,Thursday,17,2,normal,50.08
DOC4,Pediatrics,12,Sunday,13,5,normal,36.62
DOC2,General Medicine,10,Tuesday,16,5,normal,85.57
DOC6,General Medicine,10,Sunday,13,0,emergency,4.33
DOC5,Dermatology,8,Thursday,14,0,normal,3.96
DOC4,Pediatrics,12,Thursday,14,6,emergency,5.98
DOC4,Pediatrics,12,Monday,15,3,emergency,4.75
DOC5,Dermatology,8,Monday,17,2,normal,42.27
DOC3,Orthopedics,20,Tuesday,19,6,normal,124.83
DOC3,Orthopedics,20,Sunday,19,4,normal,64.95
DOC1,Cardiology,15,Monday,12,3,normal,64.98
DOC4,Pediatrics,12,Wednesday,19,5,normal,70.3
DOC3,Orthopedics,20,Saturday,13,2,normal,38.97
DOC5,Dermatology,8,Sunday,10,3,normal,33.65
DOC3,Orthopedics,20,Wednesday,11,4,normal,142.6
DOC6,General Medicine,10,Monday,12,7,normal,84.23
DOC6,General Medicine,10,Wednesday,19,5,normal,50.76
DOC4,Pediatrics,12,Monday,18,5,normal,122.04
DOC3,Orthopedics,20,Friday,12,7,normal,129.3
DOC2,General Medicine,10,Monday,19,5,normal,72.48
DOC1,Cardiology,15,Wednesday,12,4,normal,54.7
DOC1,Cardiology,15,Saturday,11,3,normal,58.82
DOC2,General Medicine,10,Friday,13,3,normal,36.61
DOC5,Dermatology,8,Thursday,10,0,normal,11.33
DOC1,Cardiology,15,Saturday,19,4,emergency,3.12
DOC2,General Medicine,10,Thursday,13,6,normal,56.14
DOC1,Cardiology,15,Wednesday,19,3,normal,56.24
